codes RNSR	Adresse	Provenance
199111950H	Univ Montpellier 2, CNRS, LIRMM, F-34392 Montpellier 5, France	CNRS
199111950H	Univ Montpellier 2, CNRS UM2, LIRMM UMR 5506, F-34095 Montpellier 5, France	CNRS
199111950H	Univ Montpellier 2, CNRS, LIRMM, Montpellier 5, France	CNRS
199111950H	CNRS LIRMM, Montpellier 5, France	CNRS
199111950H	Univ Montpellier 2, CNRS LIRMM, UMR5506, F-34095 Montpellier 5, France	CNRS
199111950H	Univ Montpellier 2, CNRS, UMR 5506, LIRMM Lab, F-34095 Montpellier 05, France	CNRS
199111950H	CNRS, LIRMM, UMR N5506, F-34095 Montpellier 5, France	CNRS
199111950H	UM2, CNRS, LIRMM, Montpellier, France	CNRS
199111950H	Univ Montpellier 3, LIRMM, CNRS, F-34032 Montpellier, France	CNRS
199111950H	Univ Montpellier 2, UMR CNRS 5506, LIRMM, F-34095 Montpellier, France	CNRS
199111950H	Univ Montpellier 2, CNRS, UMR 5506, LIRMM, F-34392 Montpellier 05, France	CNRS
199111950H	Univ Montpellier 2, INRIA, CNRS, LIRMM, F-34095 Montpellier 5, France	CNRS
199111950H	UM2 CNRS LIRMM UMR5506, Montpellier, France	CNRS
199111950H	Univ Montpellier, LIRMM UMR CNRS 5506, F-34392 Montpellier, France	CNRS
199111950H	Univ Montpellier 2, LIRMM, CNRS, UMR 5506, Montpellier, France	CNRS
199111979P	CNRS, Equipe Labellisee Ligue Canc, IGMM, UMR 5535, Montpellier 5, France	CNRS
199111979P	Inst Genet Mol Montpellier, CNRS, UMR 5535, F-34293 Montpellier 5, France	CNRS
199111979P	IGMM CNRS UMR 5535, F-34293 Montpellier, France	CNRS
199111979P	CNRS, Inst Mol Genet Montpellier, UMR 5535, F-34293 Montpellier 5, France	CNRS
199112391M	Univ Clermont Ferrand, CNRS, UMR 6620, Math Lab, F-63177 Aubiere, France	CNRS
199112391M	Univ Clermont Ferrand, Lab Math, CNRS, UMR 6620, F-63177 Aubiere, France	CNRS
199112391M	Univ Clermont Ferrand, UMR 6620, Lab Math, CNRS, F-63171 Aubiere, France	CNRS
199112391M	Univ Clermont Ferrand, Math Lab, UMR 6620, CNRS, F-63171 Aubiere, France	CNRS
199117683P	Univ Toulouse, CEMES, CNRS, F-31055 Toulouse, France	CNRS
199117683P	CNRS, CEMES, F-31055 Toulouse, France	CNRS
199117683P	CEMES CNRS, UPR8011, Toulouse 4, France	CNRS
199117683P	UPR, CEMES CNRS, CNRS 8011, F-30155 Toulouse, France	CNRS
199117683P	Univ Toulouse, CEMES CNRS, F-31055 Toulouse, France	CNRS
199117683P	CNRS, UPR 8011, CEMES, F-31055 Toulouse 4, France	CNRS
199117683P	CNRS, UPR 8011, CEMES, F-94347 Toulouse 4, France	CNRS
199117683P	CEMES CNRS UPR 8011, Toulouse, France	CNRS
199117683P	Univ Toulouse, CEMES CNRS, F-31005 Toulouse, France	CNRS
199117683P	CNRS, UPR 8011, CEMES, F-31055 Toulouse, France	CNRS
199212569B	Univ Strasbourg, Labex IRMIA, IRMA, CNRS UMR 7501, F-67085 Strasbourg, France	CNRS
199212569B	CNRS, IRMA, UMR 7501, F-67084 Strasbourg, France	CNRS
199212569B	Univ Strasbourg, IRMA UMR CNRS 7501, Strasbourg, France	CNRS
199212569B	IRMA CNRS, Strasbourg, France	CNRS
199212569B	Univ Strasbourg, CNRS, IRMA, Strasbourg, France	CNRS
199212569B	Univ Strasbourg, CNRS, IRMA, UMR7501, Strasbourg, France	CNRS
199217356E	Univ Strasbourg, Inst Charles Sadron, CNRS UPR 22, F-67034 Strasbourg, France	CNRS
199217356E	CNRS, Inst Charles Sadron, UPR 22, F-67034 Strasbourg 2, France	CNRS
199217356E	CNRS, Inst Charles Sadron, UPR 22, F-67034 Strasbourg, France	CNRS
199217356E	Inst Charles Sadron, CNRS, UPR 22, F-67034 Strasbourg 2, France	CNRS
199411772B	Univ Lyon 1, CNRS, UMR 5086, IBCP, F-69365 Lyon, France	CNRS
199411772B	CNRS, UMR 5086, Lyon, France	CNRS
199411998X	Univ Lyon 1, CNRS, UMR 5558, F-69622 Villeurbanne, France	CNRS
199412029F	CNRS, UMR 5596, Lab Dynam Langage, F-69363 Lyon 07, France	CNRS
199412029F	Univ Lyon 2, CNRS UMR 5596, F-69007 Lyon, France	CNRS
199412029F	Univ Lyon 2, Lab Dynam Langage, CNRS, UMR 5596, F-69007 Lyon, France	CNRS
199412064U	Univ Montpellier 2, CNRS, UMR 5635, Inst Europeen Membranes, F-34095 Montpellier, France	CNRS
199412064U	Univ Montpellier 2, IEM, CNRS ENSCM UM2, UMR 5635, F-34095 Montpellier, France	CNRS
199412064U	UM2, ENSCM, CNRS, Inst Europeen Membranes,UMR 5635, F-34095 Montpellier 05, France	CNRS
199412064U	Univ Montpellier 2, IEM, UMR 5635, CNRS,ENSCM,UM2, F-34095 Montpellier, France	CNRS
199412064U	Univ Montpellier 2, CNRS, UMR 5635, Inst Europeen Membranes Montpellier, F-34095 Montpellier 5, France	CNRS
199412064U	Univ Montpellier 2, Inst Europeen Membranes, IEM CNRS ENSCM UMR5635 UM2, Equipe Genie Proc Membranaires, F-34095 Montpellier 5, France	CNRS
199412064U	CNRS UM2 ENSCM, IEM UMR5635, F-34095 Montpellier 5, France	CNRS
199412064U	Inst Europeen Membranes, CNRS, ENSCM, UMII,UMR 5635, F-34095 Montpellier 5, France	CNRS
199412064U	Univ Montpellier 2, IEM, UMR 5635, CNRS,ENSCM, F-34095 Montpellier, France	CNRS
199412064U	Univ Montpellier 2, Inst Europeen Membranes, UMR 5635, CNRS, F-34095 Montpellier 5, France	CNRS
199412070A	Univ Lyon 2, CIHAM UMR 5674, CNRS, F-69363 Lyon 07, France	CNRS
199412376H	Univ Clermont Ferrand, CNRS, UMR 6602, Inst Pascal, F-63171 Aubiere, France	CNRS
199412376H	CNRS, UMR 6602, Inst Pascal, F-63171 Aubiere, France	CNRS
199412376H	CNRS, Inst Pascal, UMR 6602, F-63171 Aubiere, France	CNRS
199412376H	Univ Clermont Ferrand, Clermont Univ, Inst Pascal, CNRS,Polytech Clermont Ferrand,UMR 6602, Aubiere, France	CNRS
199412376H	Univ Clermont Ferrand, Clermont Univ, Inst Pascal, CNRS,UMR 6602, F-63174 Aubiere, France	CNRS
199412376H	Univ Clermont Ferrand, Clermont Univ, CNRS, Polytech Clermont Ferrand,Inst Pascal,UMR 6602, F-63174 Aubiere, France	CNRS
199412376H	Univ Clermont Ferrand, Inst Pascal, CNRS, UMR 6602, F-63171 Aubiere, France	CNRS
199511664E	Univ Lyon, CNRS, Site ENS, UMR 5600, Lyon, France	CNRS
199511664E	Univ Lyon 2, CNRS, UMR EVS 5600, Fac Ghhat, F-69676 Bron, France	CNRS
199511664E	Univ Lyon 2, CNRS UMR 5600, F-69676 Bron, France	CNRS
199511664E	Univ Lyon, ENS Lyon, UMR EVS CNRS 5600, F-69007 Lyon, France	CNRS
199511664E	Univ Lyon, CNRS, EVS ISTHME, UMR 5600, F-42023 St Etienne 2, France	CNRS
199511664E	Univ Lyon 3, Site ENS Lyon UMR EVS 5600, CNRS UMR Environm 5600, F-69342 Lyon 07, France	CNRS
199511665F	CNRS, LaBRI UMR5800, F-33400 Talence, France	CNRS
199511665F	Univ Bordeaux, LaBRI, CNRS, UMR 5800, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux 1, LaBRI, CNRS, UMR 5800, F-33405 Talence, France	CNRS
199511665F	CNRS UMR 5800, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS, UMR 5800, INRIA Project Team Magnome, Talence, France	CNRS
199511665F	Univ Bordeaux, LaBRI, CNRS, F-33405 Talence, France	CNRS
199511665F	CNRS, LaBRI, UMR5800, F-33400 Talence, France	CNRS
199511665F	CNRS LaBRI Univ Bordeaux, F-33405 Talence, France	CNRS
199511665F	CNRS, LaBRI, UMR 5800, F-33400 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS, LaBRI, UMR 5800, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS, LaBRI, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS, LaBRI, F-33400 Talence, France	CNRS
199511665F	Univ Bordeaux, LaBRI CNRS, F-33405 Talence, France	CNRS
199511665F	LaBRI, UMR 5800 CNRS, F-33405 Talence, France	CNRS
199511665F	CNRS, LaBRI, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux, INRIA Project Team Magnome, CNRS UMR 5800, F-33400 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS UMR 5800, Inria Bordeaux Sud Ouest, Joint Project Team Magnome, F-33405 Talence, France	CNRS
199511665F	CNRS, UMR 5800, F-33405 Talence, France	CNRS
199511665F	Univ Bordeaux, CNRS LaBRI, Talence, France	CNRS
199511665F	CNRS, UMR5800, LaBRI, F-33400 Talence, France	CNRS
199511717M	Univ Bourgogne, LEAD CNRS, F-21065 Dijon, France	CNRS
199511717M	Univ Bourgogne, CNRS, LEAD, UMR5022, F-27877 Dijon, France	CNRS
199511944J	CNRS, LPMMC, UMR 5493, F-38042 Grenoble, France	CNRS
199511944J	Univ Grenoble 1, CNRS, LPMMC UMR 5493, F-38042 Grenoble, France	CNRS
199511944J	Univ Grenoble 1, CNRS, LPMMC, UMR 5493, F-38042 Grenoble, France	CNRS
199511944J	Univ Grenoble 1, CNRS, UMR 5493, LPMMC, F-38042 Grenoble, France	CNRS
199511946L	IMFT, CNRS, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, CNRS, UMR 5502, IMFT, Toulouse, France	CNRS
199511946L	IMFT, CNRS, Toulouse, France	CNRS
199511946L	Univ Toulouse, IMFT, CNRS, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, IMFT, INPT CNRS, F-31400 Toulouse, France	CNRS
199511946L	CNRS, UMR 5502, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, CNRS, IMFT, UPS, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, CNRS, IMFT, INPT,UPS, Toulouse, France	CNRS
199511946L	France CNRS, IMFT, F-31400 Toulouse, France	CNRS
199511946L	UPS, INP, CNRS, Inst Mecan Fluides,UMR 5502, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, CNRS, IMFT, F-31400 Toulouse, France	CNRS
199511946L	Univ Toulouse, CNRS, UMR 5502, Inst Mecan Fluides Toulouse, F-31400 Toulouse, France	CNRS
199511946L	UPS, CNRS, IMFT, F-31400 Toulouse, France	CNRS
199511947M	CNRS, UMR 5503, F-31062 Toulouse, France	CNRS
199511947M	CNRS, LGC, F-31432 Toulouse 04, France	CNRS
199511947M	Univ Toulouse, LGC, CNRS INPT UPS, ENSIACET, Toulouse, France	CNRS
199511947M	Univ Toulouse 3, CNRS UMR 5503, Dept Proc Electrochim, Lab Genie Chim, F-31062 Toulouse 9, France	CNRS
199511947M	CNRS, LGC, Toulouse, France	CNRS
199511947M	Univ Toulouse, CNRS INPT UPS, Lab Genie Chim, UMR 5503, F-31432 Toulouse, France	CNRS
199511947M	CNRS, LGC UMR 5503, F-31432 Toulouse, France	CNRS
199511949P	Univ Toulouse, CNRS, Dept Comp Sci, IRIT UMR 5505, F-31062 Toulouse 9, France	CNRS
199511949P	Univ Toulouse, CNRS, IRIT, Toulouse, France	CNRS
199511949P	Univ Toulouse 3, IRIT, CNRS UMR5505, F-31062 Toulouse 9, France	CNRS
199511949P	Univ Toulouse, Dept Comp Sci, IRIT UMR CNRS 5505, F-31062 Toulouse 9, France	CNRS
199511949P	Univ Toulouse, CNRS, UPS, IRIT UMR 5505, Toulouse, France	CNRS
199511949P	Univ Toulouse, IRIT CNRS, Toulouse, France	CNRS
199511949P	Univ Toulouse, Inst Rech Informat Toulouse, CNRS, UMR 5505, F-31062 Toulouse 9, France	CNRS
199511949P	Univ Toulouse, Inst Rech Informat Toulouse, CNRS, UMR 5505,ESPE,Acad Toulouse, F-31062 Toulouse 9, France	CNRS
199511949P	CNRS, IRIT, Toulouse, France	CNRS
199511949P	Univ Toulouse 3, IRIT, CNRS, F-31062 Toulouse, France	CNRS
199511949P	CNRS, IRIT UMR5505, Toulouse, France	CNRS
199511949P	Toulouse Univ, CNRS, IRIT, UMR 5505, F-31062 Toulouse 9, France	CNRS
199511949P	Univ Toulouse 3, CNRS, IRIT, F-31062 Toulouse 9, France	CNRS
199511952T	Univ Montpellier 2, CNRS UMR 5508, Lab LMGC, Montpellier, France	CNRS
199511952T	Univ Montpellier 2, CNRS LMGC MIST UMR5508, F-34095 Montpellier, France	CNRS
199511952T	Univ Montpellier 2, CNRS, LMGC, UMR5508, Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, LMGC, UMR CNRS 5508, F-34095 Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, CNRS, LMGC Lab, F-34095 Montpellier, France	CNRS
199511952T	CNRS, UMR LMGC 5508, F-34095 Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, LMGC, CNRS, UMR 5508, F-34095 Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, LMGC, CNRS, F-34095 Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, CNRS, LMGC, F-34095 Montpellier, France	CNRS
199511952T	Univ Montpellier 2, CNRS, LMGC, UMR, Montpellier, France	CNRS
199511952T	Univ Montpellier 2, LMGC, CNRS UMR5508, F-34095 Montpellier 5, France	CNRS
199511952T	Univ Montpellier 2, LMGC, CNRS, UMR5508, Montpellier, France	CNRS
199511952T	Univ Montpellier 2, CNRS, UMR, LMGC, F-34095 Montpellier 5, France	CNRS
199511953U	Univ Lyon 1, Ecole Cent Lyon, LMFA, INSA Lyon,UMR CNRS 5509, F-69134 Ecully, France	CNRS
199511953U	Univ Lyon 1, CNRS, UMR 5509, Ecole Cent Lyon,LMFA,INSA Lyon, F-69134 Ecully, France	CNRS
199511953U	Univ Lyon, Ecole Cent Lyon, LMFA UMR CNRS 5509, F-69134 Ecully, France	CNRS
199511953U	Univ Lyon 1, Ecole Cent Lyon, INSA Lyon, CNRS,LMFA, F-69130 Ecully, France	CNRS
199511953U	Univ Lyon, INSA Lyon, Ecole Cent Lyon, LMFA,CNRS UMR 5509, Ecully, France	CNRS
199511953U	CNRS, Ecole Cent Lyon, LMFA, F-69134 Ecully, France	CNRS
199511953U	Univ Lyon, CNRS, Ecole Cent Lyon, LMFA,UMR5509, F-69130 Ecully, France	CNRS
199511953U	Univ Lyon, Ecole Cent Lyon, LMFA CNRS, Ecully, France	CNRS
199511953U	Univ Lyon, Ecole Cent Lyon, LMFA, CNRS, F-69134 Ecully, France	CNRS
199511957Y	Ecole Cent Lyon, CNRS, LTDS, F-69134 Ecully, France	CNRS
199511957Y	LTDS Ecole Cent Lyon CNRS UMR, IVTV, Ecully, France	CNRS
199511957Y	Univ Lyon, Ecole Cent Lyon, UMR CNRS 5513, LTDS, F-69134 Ecully, France	CNRS
199511957Y	Univ Lyon, Ecole Cent Lyon, LTDS, UMR CNRS 5513, F-69134 Ecully, France	CNRS
199511960B	Univ St Etienne, CNRS, Lab Hubert Curien, Univ Lyon,UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, Lab Hubert Curien, CNRS, Univ Lyon,UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, Univ Lyon, CNRS, Lab Hubert Curien,UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	CNRS, UMR 5516, Lab Hubert Curien, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, Grad Sch, Inst Opt, Lab Hubert Curien,UMR 5516,CNRS, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, Lab Hubert Curien, CNRS, UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, Univ Lyon, CNRS, UMR 5516,Lab Hubert Curien, F-42023 St Etienne, France	CNRS
199511960B	Univ St Etienne, Lab Hubert Curien, CNRS, UMR 5516, St Etienne, France	CNRS
199511960B	Univ St Etienne, Univ Lyon, CNRS, UMR 5516,Lab Hubert Curien, St Etienne, France	CNRS
199511960B	CNRS, Lab Hubert Curien, UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	CNRS, UMR 5516, Lab Hubert Curien, St Etienne, France	CNRS
199511960B	Univ St Etienne, Lab Hubert Curien, CNRS, UMR 5516, F-42023 St Etienne, France	CNRS
199511960B	Univ St Etienne, Lab Hubert Curien, Univ Lyon, CNRS,UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ Jean Monnet St Etienne, Lab Hubert Curien, CNRS, UMR 5516, F-42000 St Etienne 2, France	CNRS
199511960B	Univ St Etienne Jean Monnet, CNRS UMR 5516, Lab Hubert Curien, Univ Lyon, F-42000 St Etienne, France	CNRS
199511960B	Univ Lyon, Lab H Curien, CNRS, UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ Jean Monnet, Univ Lyon, CNRS, Lab Hubert Curien,UMR 5516, F-42000 St Etienne, France	CNRS
199511960B	Univ St Etienne, CNRS, UMR 5516, Lab Hubert Curien, F-42000 St Etienne, France	CNRS
199511965G	UJF Grenoble 1, CNRS UMR 5521, Lab 3SR, Grenoble INP, Grenoble, France	CNRS
199511965G	CNRS UJF INPG, Lab 3SR, F-38041 Grenoble, France	CNRS
199511965G	UJF Grenoble 1, Grenoble INP, CNRS, UMR 5521,Lab 3SR, F-38041 Grenoble 09, France	CNRS
199511965G	Univ Grenoble 1, Grenoble INP, Lab 3SR, UMR CNRS 5521, F-38041 Grenoble 9, France	CNRS
199511965G	CNRS, Lab Soils Solids Struct Risks, 3SR, F-38041 Grenoble 9, France	CNRS
199511965G	CNRS, 3SR, F-38000 Grenoble, France	CNRS
199511965G	DU Grenoble Univ, UJF INPG CNRS UMR5521, 3SR, F-38041 Paris, France	CNRS
199511965G	UJF, Grenoble INP, CNRS, UMR 5521, Grenoble, France	CNRS
199511965G	CNRS, Lab 3SR, F-38000 Grenoble, France	CNRS
199511969L	Univ Grenoble 1, CNRS, UMR 5525, TIMC IMAG TheREx, F-38706 La Tronche, France	CNRS
199511969L	CNRS, UMR 5525, F-38706 La Tronche, France	CNRS
199511980Y	Univ Bordeaux 2, CNRS UMR 5536, CRMSB, F-33076 Bordeaux, France	CNRS
199511980Y	Univ Bordeaux Segalen, Lab RMSB, Ctr Resonance Magnet Syst Biol RMSB, CNRS,UMR 5536, F-33076 Bordeaux, France	CNRS
199511980Y	Univ Bordeaux 2, CRMSB, CNRS UMR 5536, F-33076 Bordeaux, France	CNRS
199511980Y	Univ Bordeaux Segalen, Ctr Resonance Magnet Syst Biol, CNRS UMR 5536, F-33076 Bordeaux, France	CNRS
199511980Y	Univ Bordeaux Segalen, CNRS UMR 5536, Ctr Resonance Magnet Syst Biol, F-33076 Bordeaux, France	CNRS
199511980Y	Univ Bordeaux, CNRS, UMR 5536, Bordeaux, France	CNRS
199511994N	Univ Grenoble 1, CNRS, UMR 5553, Lab Ecol Alpine, Grenoble, France	CNRS
199511994N	Univ Grenoble 1, CNRS UMR 5553, Lab Ecol Alpine, F-38041 Grenoble, France	CNRS
199511994N	Univ Grenoble 1, Lab Ecol Alpine, CNRS, UMR 5553, F-38041 Grenoble 9, France	CNRS
199511994N	Univ Grenoble 1, CNRS, UMR 5553, Lab Ecol Alpine, FR-38041 Grenoble 9, France	CNRS
199511994N	CNRS, Lab Ecol Alpine LECA, FR-38000 Grenoble, France	CNRS
199511994N	LECA, CNRS, FR-38000 Grenoble, France	CNRS
199511997S	Univ Lyon, CNRS, UMR 5557, F-69622 Villeurbanne, France	CNRS
199511997S	Univ Lyon 1, CNRS, UMR 5557, F-69622 Villeurbanne, France	CNRS
199511997S	Univ Lyon 1, CNRS, UMR 5557, USC INRA 1364, F-69622 Villeurbanne, France	CNRS
199511997S	Univ Lyon 1, CNRS, INRA, Microbial Ecol Ctr,UMR 5557,USC 1364, F-69622 Villeurbanne, France	CNRS
199512000V	Univ Toulouse, CNRS, Lab Aerol, Toulouse, France	CNRS
199512000V	Univ Toulouse 3, CNRS, Lab Aerol, F-31062 Toulouse, France	CNRS
199512000V	Univ Toulouse, Lab Aerol, CNRS, UMR 5560, F-31400 Toulouse, France	CNRS
199512000V	Univ Toulouse 3, CNRS, LA, UMR 5560, Toulouse, France	CNRS
199512000V	CNRS, UMR 5560, Lab Aerol, Toulouse, France	CNRS
199512000V	Univ Toulouse 3, CNRS, UMR 5560, LA, F-31062 Toulouse, France	CNRS
199512000V	Univ Toulouse, Natl Ctr Sci Res CNRS, Lab Aerol, F-31400 Toulouse, France	CNRS
199512018P	Univ Grenoble 1, CNRS, UMR 5582, Inst Fourier, F-38402 St Martin Dheres, France	CNRS
199512018P	UJF Grenoble 1, CNRS, UMR 5582, Inst Fourier, F-38402 Grenoble, France	CNRS
199512018P	CNRS IF, F-38000 Grenoble, France	CNRS
199512020S	Univ Burgundy, CNRS, UMR 5584, Inst Math Bourgogne,Fac Mirande, F-21000 Dijon, France	CNRS
199512020S	Univ Bourgogne, IMB, CNRS, F-21078 Dijon, France	CNRS
199512025X	CNRS, UMR 5589, F-31062 Toulouse, France	CNRS
199512025X	Univ Toulouse 3, LCAR, CNRS, UMR 5589, F-31062 Toulouse 9, France	CNRS
199512025X	Univ Toulouse CNRS, LCAR IRSAMC, Toulouse, France	CNRS
199512025X	Univ Toulouse, CNRS, UMR 5589, Lab Collis Agregats Reactivite,IRSAMC,UPS, F-31062 Toulouse, France	CNRS
199512025X	Univ Toulouse 3, CNRS, UMR 5589, LCAR, F-31062 Toulouse 9, France	CNRS
199512025X	Univ Toulouse 3, Lab Collis Agregats React, CNRS UMR 5589, IRSAMC, F-31062 Toulouse 4, France	CNRS
199512025X	Univ Toulouse 3, IRSAMC, Lab Collis, CNRS UMR 5589, F-31062 Toulouse, France	CNRS
199512025X	Univ Toulouse 3, CNRS, LCAR, F-31062 Toulouse 09, France	CNRS
199512032E	Univ Toulouse 2, GEODE UMR CNRS 5602, Dept Geog, F-31058 Toulouse, France	CNRS
199512032E	CNRS, UMR GEODE 5602, F-31058 Toulouse 1, France	CNRS
199512032E	Univ Toulouse 2, UMR CNRS 5602, GEODE, F-31058 Toulouse, France	CNRS
199512032E	Univ Toulouse Le Mirail, UMR CNRS 5602, GEODE, Toulouse, France	CNRS
199512032E	Univ Toulouse 2, CNRS, UMR GEODE 5602, F-31058 Toulouse, France	CNRS
199512032E	Univ Toulouse 2, GEODE CNRS, CNRS, F-31058 Toulouse, France	CNRS
199512032E	Univ Toulouse 2, UMR CNRS 5602, Lab GEODE, F-31058 Toulouse, France	CNRS
199512032E	Univ Jean Jaures, CNRS, GEODE, UMR 5602, F-31058 Toulouse 9, France	CNRS
199512032E	Univ Toulouse Jean Jaures, CNRS, GEODE, UMR 5602, F-31058 Toulouse 1, France	CNRS
199512057G	CNRS, UMR 5628, F-38016 Grenoble, France	CNRS
199512057G	Grenoble INP, CNRS, LMGP, F-38016 Grenoble, France	CNRS
199512057G	MINATEC, CNRS UMR LMGP 5628, F-38016 Grenoble, France	CNRS
199512057G	CNRS, LMGP, UMR 5628, F-38016 Grenoble, France	CNRS
199512057G	Grenoble INP, Minatec, UMR CNRS 5628, LMGP, F-38016 Grenoble 1, France	CNRS
199512057G	CNRS, LMGP, F-38000 Grenoble, France	CNRS
199512057G	MINATEC, CNRS Grenoble INP, LMGP, F-38016 Grenoble, France	CNRS
199512057G	INPG, CNRS, UMR 5628, LMGP, F-38016 Grenoble, France	CNRS
199512057G	Univ Grenoble Alpes, CNRS LMGP, F-38000 Grenoble, France	CNRS
199512057G	CNRS, UMR 5628, LMGP, F-38016 Grenoble, France	CNRS
199512057G	CNRS, LMGP, F-38016 Grenoble 1, France	CNRS
199512057G	Grenoble INP Minatec, CNRS, LMGP, UMR 5628, F-38016 Grenoble 1, France	CNRS
199512080G	CNRS, LOMA, UMR 5798, F-33400 Talence, France	CNRS
199512080G	Univ Bordeaux 1, LOMA, CNRS, UMR 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS, LOMA, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS, LOMA, UMR 5798, F-33400 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS, LOMA, UMR 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, LOMA, CNRS, UMR 5798, F-33405 Talence, France	CNRS
199512080G	CNRS, UMR 5798, LOMA, F-33045 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS, UMR 5798, LOMA, F-33400 Talence, France	CNRS
199512080G	Univ Bordeaux, LOMA UMR CNRS 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux 1, CNRS, LOMA UMR 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS UMR 5798, LOMA, F-33400 Talence, France	CNRS
199512080G	Univ Bordeaux, CNRS, UMR 5798, LOMA, F-33405 Talence, France	CNRS
199512080G	CNRS, LOMA, UMR 5798, F-33405 Talence, France	CNRS
199512080G	CNRS, LOMA, UMR5798, UB, F-33405 Talence, France	CNRS
199512080G	CNRS, LOMA, Talence, France	CNRS
199512080G	Bordeaux Univ, CNRS, LOMA, UMR 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, LOMA, UMR CNRS 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, LOMA, CNRS UMR 5798, F-33405 Talence, France	CNRS
199512080G	Univ Bordeaux, LOMA, CNRS UMR 5798, F-33400 Talence, France	CNRS
199512080G	CNRS, LOMA UMR 5798, F-33045 Talence, France	CNRS
199512080G	CNRS, UMR 5798, F-33405 Talence, France	CNRS
199512080G	Bordeaux Univ, LOMA, CNRS UMR 5798, F-33405 Talence, France	CNRS
199512081H	Univ Bordeaux, CNRS, Lab Composites ThermoStruct, UMR 5801, F-33600 Pessac, France	CNRS
199512081H	Univ Bordeaux, Lab Thermostruct Composites LCTS, CNRS, SAFRAN,CEA, F-33600 Pessac, France	CNRS
199512081H	CNRS, LCTS, UMR 5801, F-33600 Pessac, France	CNRS
199512081H	Univ Bordeaux 1, CNRS, LCTS, F-33600 Pessac, France	CNRS
199512089S	CNRS, IN2P3, LAPP, Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, LAPP, CNRS, IN2P3, Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS, IN2P3, LAPP, Annecy Le Vieux, France	CNRS
199512089S	CNRS IN2P3, LAPP, Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS, IN2P3, Lab Annecy Le Vieux Phys Particules LAPP, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS IN2P3, LAPP, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, Lab Annecy le Vieux Phys Particules LAPP, CNRS, IN2P3, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS, LAPP, IN2P3, Annecy Le Vieux, France	CNRS
199512089S	CNRS, LAPP, IN2P3, Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, LAPP, CNRS, IN2P3, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, LAPP, CNRS IN2P3, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS, IN2P3, LAPP, F-74941 Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, CNRS, Lab Annecy le Vieux Phys Particules LAPP, IN2P3, F-74941 Annecy Le Vieux, France	CNRS
199512089S	IN2P3, CNRS, LAPP, Annecy Le Vieux, France	CNRS
199512089S	Univ Savoie, Lab Annecy le Vieux Phys Particules LAPP, IN2P3, CNRS, F-74941 Annecy Le Vieux, France	CNRS
